gender,age,attendance,study_hours,sleep_hours,social_media_hours,physical_activity,mental_health,internet_quality,motivation_level,parental_education,family_income,part_time_job,previous_scores,exam_score
Male,20.0,98.0,10.0,7.0,2.5,3,5.0,Good,Low,College,Medium,No,80.0,69.0
Male,20.0,82.0,17.0,8.0,2.5,4,5.0,Good,Medium,High School,Medium,No,98.0,69.0
Female,20.0,87.0,23.0,6.0,2.5,4,5.0,Good,Medium,Postgraduate,High,No,93.0,72.0
Male,20.0,64.0,15.0,7.0,2.5,3,5.0,Good,Medium,High School,Low,No,67.0,64.0
Female,20.0,75.0,11.0,7.0,2.5,4,5.0,Good,Medium,College,Low,No,92.0,63.0
Male,20.0,91.0,20.0,7.0,2.5,3,5.0,Good,High,Postgraduate,Low,No,93.0,70.0
Male,20.0,88.0,25.0,8.0,2.5,4,5.0,Good,Low,Postgraduate,Low,No,98.0,69.0
Male,20.0,62.0,10.0,7.0,2.5,2,5.0,Good,Medium,High School,Medium,No,51.0,61.0
Male,20.0,82.0,25.0,8.0,2.5,3,5.0,Good,Low,High School,Low,No,94.0,70.0
Male,20.0,64.0,25.0,4.0,2.5,2,5.0,Good,Low,College,Medium,No,53.0,64.0
Male,20.0,100.0,26.0,6.0,2.5,4,5.0,Good,High,Postgraduate,Medium,No,76.0,76.0
Female,20.0,96.0,27.0,6.0,2.5,2,5.0,Good,Medium,College,Medium,No,71.0,73.0
Male,20.0,61.0,33.0,5.0,2.5,3,5.0,Good,Medium,High School,Medium,No,96.0,67.0
Female,20.0,94.0,18.0,7.0,2.5,3,5.0,Good,Medium,College,Medium,No,70.0,69.0
Male,20.0,97.0,21.0,6.0,2.5,4,5.0,Good,Low,College,Medium,No,80.0,72.0
Female,20.0,74.0,18.0,6.0,2.5,3,5.0,Good,Medium,College,Medium,No,85.0,66.0
Female,20.0,89.0,20.0,8.0,2.5,3,5.0,Good,Medium,Postgraduate,Medium,No,51.0,70.0
Female,20.0,78.0,29.0,7.0,2.5,4,5.0,Good,Medium,Postgraduate,Medium,No,80.0,73.0
Female,20.0,86.0,12.0,5.0,2.5,3,5.0,Good,Low,Postgraduate,High,No,76.0,68.0
Male,20.0,74.0,15.0,6.0,2.5,3,5.0,Good,Medium,Postgraduate,High,No,80.0,66.0
Female,20.0,73.0,28.0,8.0,2.5,1,5.0,Good,Medium,High School,Medium,No,54.0,67.0
Female,20.0,77.0,26.0,7.0,2.5,3,5.0,Good,High,High School,Medium,No,53.0,67.0
Male,20.0,66.0,18.0,9.0,2.5,3,5.0,Good,Medium,High School,Low,No,59.0,62.0
Male,20.0,93.0,25.0,8.0,2.5,3,5.0,Good,Medium,College,Medium,No,93.0,72.0
Male,20.0,74.0,22.0,6.0,2.5,4,5.0,Good,Medium,High School,Medium,No,68.0,65.0
Male,20.0,76.0,29.0,9.0,2.5,3,5.0,Good,Medium,High School,High,No,72.0,69.0
Male,20.0,96.0,20.0,9.0,2.5,2,5.0,Good,Medium,High School,Low,No,70.0,69.0
Male,20.0,80.0,26.0,4.0,2.5,4,5.0,Good,Medium,College,Low,No,86.0,69.0
Male,20.0,82.0,36.0,7.0,2.5,3,5.0,Good,Medium,High School,Medium,No,63.0,69.0
Female,20.0,98.0,24.0,6.0,2.5,2,5.0,Good,Medium,High School,Medium,No,53.0,69.0
Male,20.0,95.0,20.0,7.0,2.5,3,5.0,Good,Low,High School,Medium,No,69.0,70.0
Female,20.0,67.0,24.0,6.0,2.5,3,5.0,Good,Medium,Postgraduate,Low,No,86.0,67.0
Male,20.0,79.0,18.0,6.0,2.5,3,5.0,Good,Medium,Postgraduate,Medium,No,96.0,69.0
Male,20.0,99.0,34.0,8.0,2.5,5,5.0,Good,Medium,College,Medium,No,53.0,75.0
Male,20.0,75.0,21.0,5.0,2.5,3,5.0,Good,Medium,High School,Low,No,91.0,66.0
Male,20.0,75.0,18.0,7.0,2.5,2,5.0,Good,Medium,High School,High,No,53.0,63.0
Male,20.0,68.0,15.0,5.0,2.5,4,5.0,Good,Medium,Postgraduate,Medium,No,67.0,64.0
Female,20.0,65.0,27.0,9.0,2.5,2,5.0,Good,Medium,Postgraduate,High,No,51.0,66.0
Male,20.0,90.0,25.0,7.0,2.5,4,5.0,Good,Medium,College,Medium,No,96.0,72.0
Female,20.0,91.0,17.0,8.0,2.5,4,5.0,Good,High,College,Medium,No,85.0,71.0
Male,20.0,99.0,23.0,7.0,2.5,2,5.0,Good,Medium,High School,High,No,68.0,70.0
Male,20.0,91.0,11.0,7.0,2.5,2,5.0,Good,Medium,College,Low,No,69.0,67.0
Female,20.0,70.0,21.0,7.0,2.5,3,5.0,Good,High,High School,High,No,82.0,65.0
Male,20.0,62.0,23.0,9.0,2.5,4,5.0,Good,Low,High School,Low,No,54.0,65.0
Male,20.0,99.0,30.0,6.0,2.5,4,5.0,Good,Medium,Postgraduate,Low,No,57.0,73.0
Male,20.0,74.0,15.0,4.0,2.5,3,5.0,Good,Low,Postgraduate,Medium,No,92.0,66.0
Male,20.0,72.0,12.0,6.0,2.5,4,5.0,Good,High,Postgraduate,Low,No,60.0,62.0
Male,20.0,96.0,15.0,5.0,2.5,2,5.0,Good,Medium,High School,High,No,86.0,71.0
Male,20.0,83.0,12.0,8.0,2.5,5,5.0,Good,Medium,High School,High,No,61.0,66.0
Male,20.0,69.0,28.0,7.0,2.5,2,5.0,Good,Low,College,Low,No,54.0,65.0
Female,20.0,96.0,29.0,8.0,2.5,2,5.0,Good,Medium,High School,High,No,95.0,75.0
Male,20.0,100.0,22.0,7.0,2.5,4,5.0,Good,Medium,College,Low,No,95.0,74.0
Male,20.0,63.0,27.0,7.0,2.5,3,5.0,Good,High,High School,Medium,No,80.0,65.0
Female,20.0,94.0,21.0,7.0,2.5,3,5.0,Good,Low,Postgraduate,Low,No,73.0,71.0
Female,20.0,76.0,19.0,9.0,2.5,1,5.0,Good,Low,Postgraduate,Low,No,78.0,65.0
Male,20.0,81.0,18.0,7.0,2.5,2,5.0,Good,High,College,Low,No,70.0,65.0
Female,20.0,97.0,18.0,9.0,2.5,4,5.0,Good,Medium,High School,Low,No,88.0,67.0
Male,20.0,99.0,11.0,9.0,2.5,2,5.0,Good,Medium,High School,Low,No,88.0,67.0
Male,20.0,70.0,22.0,7.0,2.5,1,5.0,Good,Medium,High School,Medium,No,91.0,66.0
Female,20.0,69.0,20.0,7.0,2.5,3,5.0,Good,High,High School,Medium,No,76.0,67.0
Female,20.0,63.0,24.0,6.0,2.5,5,5.0,Good,Medium,Postgraduate,Low,No,90.0,66.0
Male,20.0,82.0,21.0,9.0,2.5,2,5.0,Good,Medium,High School,Medium,No,58.0,65.0
Female,20.0,61.0,19.0,6.0,2.5,3,5.0,Good,Low,High School,Low,No,52.0,59.0
Female,20.0,76.0,15.0,6.0,2.5,4,5.0,Good,Medium,High School,Low,No,82.0,69.0
Male,20.0,63.0,20.0,7.0,2.5,3,5.0,Good,High,High School,Low,No,55.0,63.0
Male,20.0,76.0,24.0,5.0,2.5,4,5.0,Good,High,High School,Medium,No,78.0,65.0
Male,20.0,62.0,13.0,6.0,2.5,4,5.0,Good,High,High School,Low,No,86.0,61.0
Female,20.0,93.0,21.0,9.0,2.5,1,5.0,Good,Medium,Postgraduate,Medium,No,70.0,68.0
Male,20.0,68.0,21.0,8.0,2.5,2,5.0,Good,Medium,College,Low,No,52.0,65.0
Female,20.0,73.0,16.0,6.0,2.5,2,5.0,Good,Medium,College,Low,No,94.0,61.0
Male,20.0,95.0,16.0,8.0,2.5,3,5.0,Good,Medium,Postgraduate,Low,No,52.0,69.0
Male,20.0,90.0,21.0,10.0,2.5,4,5.0,Good,High,College,High,No,95.0,72.0
Female,20.0,69.0,13.0,7.0,2.5,3,5.0,Good,High,High School,Medium,No,53.0,59.0
Female,20.0,63.0,22.0,9.0,2.5,2,5.0,Good,Low,College,High,No,87.0,63.0
Male,20.0,89.0,15.0,8.0,2.5,3,5.0,Good,High,High School,Low,No,96.0,69.0
Male,20.0,76.0,26.0,7.0,2.5,1,5.0,Good,High,Postgraduate,Low,No,95.0,67.0
Male,20.0,91.0,34.0,7.0,2.5,3,5.0,Good,Medium,College,Medium,No,95.0,70.0
Male,20.0,78.0,15.0,8.0,2.5,4,5.0,Good,High,Postgraduate,Low,No,94.0,67.0
Male,20.0,74.0,23.0,6.0,2.5,2,5.0,Good,Medium,College,Low,No,76.0,66.0
Female,20.0,78.0,16.0,4.0,2.5,3,5.0,Good,Medium,High School,High,No,78.0,68.0
Male,20.0,90.0,26.0,6.0,2.5,3,5.0,Good,Medium,Postgraduate,Low,No,81.0,71.0
Male,20.0,96.0,12.0,4.0,2.5,0,5.0,Good,Medium,High School,Medium,No,95.0,69.0
Male,20.0,62.0,23.0,6.0,2.5,2,5.0,Good,Low,High School,High,No,92.0,65.0
Female,20.0,81.0,15.0,4.0,2.5,3,5.0,Good,High,Postgraduate,Low,No,89.0,66.0
Male,20.0,61.0,19.0,8.0,2.5,4,5.0,Good,High,High School,Medium,No,84.0,66.0
Female,20.0,79.0,14.0,5.0,2.5,3,5.0,Good,High,High School,High,No,81.0,67.0
Male,20.0,95.0,25.0,8.0,2.5,4,5.0,Good,Low,Postgraduate,Medium,No,96.0,74.0
Male,20.0,74.0,15.0,8.0,2.5,5,5.0,Good,Low,High School,Low,No,60.0,66.0
Male,20.0,97.0,23.0,8.0,2.5,3,5.0,Good,Medium,College,Medium,No,60.0,72.0
Male,20.0,85.0,18.0,4.0,2.5,4,5.0,Good,High,College,Low,No,99.0,69.0
Female,20.0,97.0,19.0,9.0,2.5,4,5.0,Good,Medium,High School,Medium,No,78.0,68.0
Male,20.0,90.0,21.0,8.0,2.5,3,5.0,Good,Medium,High School,Low,No,74.0,71.0
Female,20.0,64.0,15.0,8.0,2.5,2,5.0,Good,Medium,High School,Low,No,93.0,61.0
Male,20.0,69.0,21.0,10.0,2.5,3,5.0,Good,Low,High School,Low,No,92.0,65.0
Male,20.0,76.0,29.0,8.0,2.5,2,5.0,Good,Medium,Postgraduate,Low,No,59.0,71.0
Male,20.0,67.0,15.0,5.0,2.5,3,5.0,Good,Low,High School,Low,No,59.0,59.0
Female,20.0,80.0,27.0,8.0,2.5,3,5.0,Good,Low,Postgraduate,Medium,No,90.0,71.0
Female,20.0,79.0,29.0,5.0,2.5,3,5.0,Good,Medium,Postgraduate,High,No,89.0,72.0
Female,20.0,98.0,15.0,7.0,2.5,3,5.0,Good,Medium,College,Low,No,61.0,71.0
Male,20.0,77.0,11.0,6.0,2.5,5,5.0,Good,Low,High School,Low,No,92.0,61.0
Female,20.0,91.0,22.0,7.0,2.5,2,5.0,Good,Medium,College,Medium,No,74.0,67.0
Male,20.0,98.0,17.0,5.0,2.5,2,5.0,Good,Low,College,Low,No,73.0,67.0
Female,20.0,95.0,31.0,5.0,2.5,4,5.0,Good,Medium,High School,Medium,No,99.0,74.0
Female,20.0,68.0,20.0,6.0,2.5,3,5.0,Good,Low,High School,Medium,No,76.0,66.0
Male,20.0,80.0,15.0,7.0,2.5,4,5.0,Good,Low,High School,Low,No,57.0,63.0
Male,20.0,74.0,13.0,6.0,2.5,3,5.0,Good,Low,High School,High,No,64.0,63.0
Female,20.0,76.0,27.0,9.0,2.5,4,5.0,Good,Medium,High School,Low,No,67.0,68.0
Female,20.0,74.0,17.0,8.0,2.5,3,5.0,Good,Low,High School,High,No,98.0,65.0
Male,20.0,93.0,20.0,8.0,2.5,3,5.0,Good,Medium,High School,Low,No,63.0,66.0
Female,20.0,78.0,26.0,6.0,2.5,3,5.0,Good,Medium,High School,Low,No,72.0,67.0
Female,20.0,81.0,17.0,5.0,2.5,2,5.0,Good,High,College,Low,No,87.0,67.0
Male,20.0,99.0,20.0,7.0,2.5,4,5.0,Good,High,High School,Medium,No,64.0,70.0
Male,20.0,62.0,20.0,10.0,2.5,4,5.0,Good,High,High School,Low,No,85.0,65.0
Female,20.0,80.0,24.0,7.0,2.5,3,5.0,Good,Medium,High School,High,No,60.0,68.0
Male,20.0,91.0,24.0,9.0,2.5,4,5.0,Good,Low,College,Low,No,62.0,70.0
Male,20.0,66.0,19.0,9.0,2.5,3,5.0,Good,Medium,College,Medium,No,99.0,66.0
Male,20.0,84.0,20.0,8.0,2.5,4,5.0,Good,Medium,Postgraduate,Low,No,68.0,69.0
Female,20.0,70.0,18.0,7.0,2.5,2,5.0,Good,Medium,High School,High,No,86.0,65.0
Female,20.0,95.0,11.0,6.0,2.5,3,5.0,Good,Medium,Postgraduate,Medium,No,92.0,68.0
Male,20.0,73.0,22.0,7.0,2.5,2,5.0,Good,Medium,High School,High,No,67.0,65.0
Female,20.0,73.0,31.0,6.0,2.5,3,5.0,Good,High,High School,Medium,No,68.0,70.0
Female,20.0,84.0,15.0,7.0,2.5,3,5.0,Good,High,High School,Low,No,89.0,65.0
Male,20.0,67.0,15.0,5.0,2.5,4,5.0,Good,High,College,Medium,No,80.0,67.0
Female,20.0,71.0,15.0,6.0,2.5,4,5.0,Good,Low,College,Low,No,68.0,64.0
Female,20.0,77.0,24.0,8.0,2.5,1,5.0,Good,High,Postgraduate,Low,No,87.0,68.0
Female,20.0,74.0,23.0,6.0,2.5,3,5.0,Good,Medium,High School,High,No,93.0,70.0
Female,20.0,81.0,19.0,6.0,2.5,3,5.0,Good,Medium,High School,Medium,No,62.0,64.0
Male,20.0,84.0,14.0,6.0,2.5,3,5.0,Good,Low,High School,High,No,51.0,67.0
Male,20.0,83.0,21.0,7.0,2.5,2,5.0,Good,Medium,High School,Medium,No,64.0,68.0
Male,20.0,86.0,11.0,4.0,2.5,4,5.0,Good,Medium,High School,Low,No,84.0,67.0
Female,20.0,72.0,21.0,6.0,2.5,2,5.0,Good,Low,College,High,No,96.0,66.0
Female,20.0,65.0,25.0,8.0,2.5,3,5.0,Good,Low,College,Medium,No,93.0,66.0
Male,20.0,90.0,12.0,7.0,2.5,2,5.0,Good,Medium,High School,Low,No,61.0,66.0
Male,20.0,94.0,11.0,8.0,2.5,2,5.0,Good,Medium,College,Low,No,94.0,67.0
Male,20.0,70.0,29.0,4.0,2.5,3,5.0,Good,Low,College,Low,No,91.0,69.0
Female,20.0,76.0,16.0,6.0,2.5,4,5.0,Good,Medium,College,Low,No,87.0,65.0
Male,20.0,80.0,27.0,7.0,2.5,3,5.0,Good,Low,College,Low,No,84.0,68.0
Female,20.0,81.0,19.0,8.0,2.5,3,5.0,Good,Medium,High School,Low,No,90.0,67.0
Male,20.0,86.0,19.0,9.0,2.5,3,5.0,Good,Low,College,Low,No,93.0,69.0
Male,20.0,62.0,23.0,8.0,2.5,3,5.0,Good,High,High School,High,No,91.0,64.0
Male,20.0,89.0,15.0,6.0,2.5,4,5.0,Good,Low,College,Medium,No,56.0,67.0
Female,20.0,62.0,21.0,6.0,2.5,4,5.0,Good,Medium,High School,Medium,No,86.0,67.0
Male,20.0,79.0,18.0,9.0,2.5,3,5.0,Good,Low,College,Low,No,92.0,67.0
Female,20.0,93.0,12.0,6.0,2.5,3,5.0,Good,Medium,High School,Low,No,59.0,67.0
Male,20.0,78.0,22.0,5.0,2.5,4,5.0,Good,Low,College,Low,No,61.0,68.0
Male,20.0,66.0,18.0,7.0,2.5,3,5.0,Good,High,High School,Low,No,89.0,65.0
Male,20.0,99.0,19.0,9.0,2.5,1,5.0,Good,Low,College,High,No,67.0,70.0
Female,20.0,96.0,13.0,6.0,2.5,3,5.0,Good,Medium,College,Low,No,70.0,68.0
Female,20.0,91.0,30.0,6.0,2.5,4,5.0,Good,Medium,High School,Medium,No,69.0,72.0
Male,20.0,76.0,25.0,6.0,2.5,3,5.0,Good,Medium,Postgraduate,Medium,No,61.0,67.0
Female,20.0,67.0,26.0,8.0,2.5,0,5.0,Good,Medium,High School,Medium,No,97.0,66.0
Male,20.0,98.0,18.0,7.0,2.5,1,5.0,Good,Low,High School,High,No,90.0,68.0
Male,20.0,81.0,10.0,8.0,2.5,2,5.0,Good,Medium,High School,Low,No,63.0,64.0
Male,20.0,94.0,32.0,9.0,2.5,2,5.0,Good,High,High School,Medium,No,55.0,75.0
Female,20.0,74.0,20.0,5.0,2.5,4,5.0,Good,High,College,Medium,No,69.0,66.0
Male,20.0,73.0,16.0,6.0,2.5,4,5.0,Good,Medium,Postgraduate,Low,No,71.0,67.0
Male,20.0,99.0,23.0,6.0,2.5,5,5.0,Good,Medium,High School,High,No,50.0,71.0
Male,20.0,81.0,27.0,7.0,2.5,4,5.0,Good,Low,College,Low,No,94.0,68.0
Male,20.0,66.0,20.0,8.0,2.5,3,5.0,Good,Medium,High School,Low,No,93.0,65.0
Male,20.0,69.0,28.0,6.0,2.5,3,5.0,Good,Low,College,High,No,93.0,67.0
Male,20.0,79.0,26.0,6.0,2.5,2,5.0,Good,Low,College,High,No,90.0,66.0
Male,20.0,62.0,14.0,8.0,2.5,1,5.0,Good,Medium,High School,Medium,No,87.0,60.0
Female,20.0,79.0,16.0,8.0,2.5,3,5.0,Good,Low,Postgraduate,Low,No,82.0,64.0
Male,20.0,77.0,26.0,7.0,2.5,1,5.0,Good,Low,Postgraduate,High,No,98.0,69.0
Male,20.0,91.0,4.0,4.0,2.5,4,5.0,Good,Low,College,Low,No,86.0,64.0
Male,20.0,74.0,19.0,9.0,2.5,3,5.0,Good,High,High School,Low,No,82.0,66.0
Male,20.0,99.0,11.0,7.0,2.5,3,5.0,Good,High,College,Low,No,89.0,72.0
Female,20.0,67.0,17.0,7.0,2.5,4,5.0,Good,Medium,High School,Low,No,62.0,60.0
Male,20.0,84.0,18.0,6.0,2.5,3,5.0,Good,Low,High School,Medium,No,98.0,69.0
Female,20.0,64.0,18.0,6.0,2.5,1,5.0,Good,Medium,High School,Low,No,51.0,62.0
Female,20.0,89.0,17.0,6.0,2.5,3,5.0,Good,Medium,College,Medium,No,82.0,70.0
Female,20.0,100.0,13.0,4.0,2.5,2,5.0,Good,Low,High School,Low,No,54.0,65.0
Male,20.0,93.0,34.0,6.0,2.5,4,5.0,Good,High,High School,Low,No,93.0,77.0
Male,20.0,82.0,31.0,5.0,2.5,3,5.0,Good,Medium,High School,Low,No,98.0,71.0
Female,20.0,79.0,13.0,7.0,2.5,3,5.0,Good,High,High School,Low,No,70.0,66.0
Female,20.0,93.0,29.0,5.0,2.5,3,5.0,Good,Medium,Postgraduate,Low,No,93.0,74.0
Male,20.0,97.0,18.0,8.0,2.5,3,5.0,Good,Medium,High School,Medium,No,67.0,70.0
Male,20.0,100.0,21.0,5.0,2.5,2,5.0,Good,Medium,High School,Medium,No,58.0,69.0
Male,20.0,76.0,20.0,9.0,2.5,2,5.0,Good,Low,College,Low,No,64.0,64.0
Female,20.0,100.0,16.0,8.0,2.5,2,5.0,Good,High,College,High,No,65.0,69.0
Female,20.0,66.0,26.0,5.0,2.5,3,5.0,Good,Medium,High School,Low,No,82.0,68.0
Male,20.0,70.0,21.0,7.0,2.5,4,5.0,Good,Medium,High School,Low,No,90.0,63.0
Male,20.0,64.0,17.0,6.0,2.5,2,5.0,Good,Medium,High School,Medium,No,60.0,61.0
Male,20.0,71.0,12.0,8.0,2.5,5,5.0,Good,Medium,College,Low,No,54.0,61.0
Male,20.0,91.0,15.0,10.0,2.5,4,5.0,Good,Medium,High School,Low,No,61.0,65.0
Female,20.0,94.0,10.0,9.0,2.5,2,5.0,Good,Medium,High School,Low,No,65.0,65.0
Female,20.0,91.0,20.0,6.0,2.5,3,5.0,Good,High,High School,High,No,64.0,69.0
Female,20.0,85.0,13.0,7.0,2.5,2,5.0,Good,High,High School,Medium,No,61.0,69.0
Male,20.0,81.0,18.0,9.0,2.5,2,5.0,Good,Medium,High School,High,No,73.0,65.0
Female,20.0,88.0,28.0,8.0,2.5,1,5.0,Good,Medium,Postgraduate,Low,No,93.0,72.0
Female,20.0,76.0,27.0,9.0,2.5,0,5.0,Good,Medium,High School,Low,No,55.0,69.0
Female,20.0,94.0,20.0,8.0,2.5,3,5.0,Good,Low,College,Medium,No,93.0,71.0
Female,20.0,87.0,19.0,7.0,2.5,3,5.0,Good,Medium,High School,Low,No,75.0,67.0
Male,20.0,88.0,31.0,7.0,2.5,2,5.0,Good,Medium,High School,Low,No,83.0,72.0
Female,20.0,81.0,23.0,5.0,2.5,3,5.0,Good,Low,High School,High,No,91.0,70.0
Female,20.0,95.0,18.0,6.0,2.5,3,5.0,Good,High,High School,Low,No,65.0,68.0
Female,20.0,70.0,11.0,6.0,2.5,4,5.0,Good,Medium,Postgraduate,High,No,98.0,66.0
Male,20.0,75.0,22.0,6.0,2.5,4,5.0,Good,Low,High School,Low,No,54.0,68.0
Female,20.0,91.0,25.0,7.0,2.5,3,5.0,Good,Low,College,Low,No,76.0,71.0
Male,20.0,80.0,16.0,7.0,2.5,3,5.0,Good,High,High School,Low,No,63.0,63.0
Male,20.0,96.0,22.0,7.0,2.5,4,5.0,Good,Medium,College,Medium,No,70.0,70.0
Male,20.0,74.0,18.0,8.0,2.5,2,5.0,Good,High,College,Low,No,72.0,65.0
Female,20.0,75.0,19.0,6.0,2.5,4,5.0,Good,Medium,High School,Medium,No,96.0,70.0
Male,20.0,96.0,5.0,8.0,2.5,5,5.0,Good,Low,High School,Medium,No,72.0,65.0
Male,20.0,79.0,19.0,9.0,2.5,2,5.0,Good,Medium,High School,Medium,No,85.0,68.0
Female,20.0,81.0,26.0,8.0,2.5,2,5.0,Good,Low,High School,Medium,No,98.0,69.0
Female,20.0,73.0,16.0,6.0,2.5,3,5.0,Good,High,High School,Medium,No,75.0,66.0
Female,20.0,71.0,20.0,8.0,2.5,3,5.0,Good,Medium,High School,Medium,No,70.0,62.0
Male,20.0,86.0,15.0,8.0,2.5,5,5.0,Good,High,High School,Medium,No,99.0,70.0
Female,20.0,65.0,22.0,8.0,2.5,2,5.0,Good,Medium,College,High,No,91.0,65.0
Male,20.0,95.0,19.0,9.0,2.5,2,5.0,Good,Low,Postgraduate,Medium,No,97.0,71.0
Male,20.0,91.0,14.0,8.0,2.5,0,5.0,Good,Medium,Postgraduate,Low,No,70.0,68.0
Male,20.0,68.0,28.0,9.0,2.5,3,5.0,Good,Medium,Postgraduate,Medium,No,85.0,65.0
Female,20.0,88.0,26.0,7.0,2.5,2,5.0,Good,High,High School,High,No,62.0,70.0
Male,20.0,84.0,16.0,6.0,2.5,3,5.0,Good,Medium,High School,High,No,93.0,69.0
Male,20.0,67.0,23.0,9.0,2.5,3,5.0,Good,Medium,College,Medium,No,97.0,66.0
Male,20.0,71.0,23.0,6.0,2.5,5,5.0,Good,Low,High School,Low,No,63.0,66.0
Male,20.0,76.0,24.0,10.0,2.5,4,5.0,Good,Low,High School,Low,No,55.0,67.0
Female,20.0,88.0,10.0,9.0,2.5,3,5.0,Good,Medium,High School,Low,No,60.0,63.0
Female,20.0,86.0,26.0,7.0,2.5,3,5.0,Good,Medium,High School,Low,No,82.0,70.0
Male,20.0,81.0,17.0,9.0,2.5,3,5.0,Good,Medium,High School,High,No,64.0,65.0
Male,20.0,91.0,18.0,8.0,2.5,2,5.0,Good,Medium,High School,Medium,No,82.0,70.0
Male,20.0,90.0,36.0,5.0,2.5,2,5.0,Good,Low,High School,Low,No,68.0,74.0
Female,20.0,85.0,22.0,6.0,2.5,3,5.0,Good,Medium,High School,Low,No,96.0,69.0
Male,20.0,91.0,18.0,7.0,2.5,4,5.0,Good,Low,College,Low,No,73.0,68.0
Male,20.0,73.0,7.0,7.0,2.5,3,5.0,Good,Medium,College,High,No,75.0,64.0
Male,20.0,95.0,28.0,9.0,2.5,3,5.0,Good,Low,High School,Medium,No,67.0,73.0
Male,20.0,85.0,12.0,7.0,2.5,3,5.0,Good,Medium,College,Low,No,54.0,66.0
Male,20.0,93.0,14.0,5.0,2.5,3,5.0,Good,Low,High School,Medium,No,75.0,65.0
Male,20.0,82.0,18.0,6.0,2.5,1,5.0,Good,High,College,Medium,No,89.0,66.0
Male,20.0,69.0,28.0,8.0,2.5,5,5.0,Good,Medium,High School,Medium,No,98.0,67.0
Male,20.0,82.0,25.0,4.0,2.5,3,5.0,Good,Medium,High School,Medium,No,54.0,67.0
Female,20.0,75.0,19.0,5.0,2.5,3,5.0,Good,High,Postgraduate,Medium,No,90.0,66.0
Male,20.0,88.0,22.0,6.0,2.5,3,5.0,Good,Low,Postgraduate,Low,No,63.0,69.0
Male,20.0,79.0,16.0,8.0,2.5,1,5.0,Good,Medium,Postgraduate,High,No,91.0,69.0
Female,20.0,93.0,21.0,7.0,2.5,3,5.0,Good,High,College,Low,No,67.0,68.0
Female,20.0,87.0,20.0,8.0,2.5,1,5.0,Good,Medium,College,High,No,56.0,64.0
Male,20.0,87.0,26.0,7.0,2.5,2,5.0,Good,Medium,High School,High,No,81.0,70.0
Female,20.0,69.0,26.0,7.0,2.5,4,5.0,Good,Medium,Postgraduate,Low,No,95.0,67.0
Male,20.0,99.0,23.0,6.0,2.5,3,5.0,Good,Medium,High School,Medium,No,59.0,68.0
Female,20.0,94.0,18.0,8.0,2.5,3,5.0,Good,Medium,College,High,No,51.0,67.0
Female,20.0,92.0,24.0,5.0,2.5,2,5.0,Good,Low,Postgraduate,Medium,No,94.0,73.0
Male,20.0,73.0,19.0,7.0,2.5,3,5.0,Good,Medium,High School,Medium,No,85.0,65.0
Male,20.0,81.0,14.0,9.0,2.5,3,5.0,Good,Medium,Postgraduate,High,No,90.0,69.0
Male,20.0,65.0,18.0,6.0,2.5,3,5.0,Good,Medium,Postgraduate,Medium,No,53.0,63.0
Female,20.0,82.0,21.0,5.0,2.5,4,5.0,Good,Medium,High School,Low,No,95.0,68.0
Female,20.0,66.0,25.0,4.0,2.5,3,5.0,Good,High,High School,Medium,No,71.0,64.0
Female,20.0,82.0,19.0,8.0,2.5,4,5.0,Good,Medium,Postgraduate,Low,No,95.0,68.0
Male,20.0,86.0,13.0,8.0,2.5,4,5.0,Good,Medium,High School,Low,No,53.0,66.0
Male,20.0,76.0,20.0,6.0,2.5,3,5.0,Good,Low,High School,Low,No,94.0,65.0
Female,20.0,80.0,21.0,5.0,2.5,2,5.0,Good,Low,Postgraduate,Low,No,84.0,69.0
Male,20.0,95.0,21.0,7.0,2.5,2,5.0,Good,High,High School,Low,No,78.0,69.0
Male,20.0,64.0,26.0,9.0,2.5,4,5.0,Good,Medium,College,Low,No,53.0,64.0
Male,20.0,92.0,26.0,5.0,2.5,2,5.0,Good,High,Postgraduate,Medium,No,84.0,74.0
Female,20.0,67.0,16.0,9.0,2.5,3,5.0,Good,Medium,High School,Low,No,80.0,64.0
Female,20.0,61.0,16.0,4.0,2.5,4,5.0,Good,Medium,High School,Medium,No,86.0,63.0
Female,20.0,67.0,14.0,5.0,2.5,4,5.0,Good,Medium,College,High,No,86.0,64.0
Male,20.0,91.0,24.0,7.0,2.5,3,5.0,Good,Medium,High School,Medium,No,72.0,71.0
Female,20.0,76.0,29.0,8.0,2.5,3,5.0,Good,Medium,High School,Medium,No,60.0,68.0
Female,20.0,95.0,18.0,9.0,2.5,4,5.0,Good,Low,College,Medium,No,96.0,72.0
Male,20.0,81.0,19.0,8.0,2.5,4,5.0,Good,High,Postgraduate,Low,No,96.0,67.0
Male,20.0,61.0,29.0,9.0,2.5,3,5.0,Good,Medium,High School,Low,No,61.0,64.0
Male,20.0,89.0,23.0,7.0,2.5,1,5.0,Good,Medium,College,High,No,82.0,70.0
Female,20.0,64.0,23.0,6.0,2.5,3,5.0,Good,Low,College,Medium,No,60.0,65.0
Male,20.0,92.0,13.0,9.0,2.5,2,5.0,Good,High,College,High,No,93.0,69.0
Male,20.0,67.0,24.0,9.0,2.5,2,5.0,Good,High,College,Low,No,55.0,65.0
Male,20.0,74.0,14.0,8.0,2.5,3,5.0,Good,Medium,College,Low,No,100.0,66.0
